route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
Q44+,CS_C4-Weekday,CS_C4-Weekday-049700_SBS44_916,SELECT BUS WHITESTONE PARSONS BL- 14 AV,0,35931185,SBS440150
Q44+,CS_C4-Weekday,CS_C4-Weekday-050300_SBS44_925,SELECT BUS BRONX ZOO via MAIN ST,0,35931196,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-050900_SBS44_917,SELECT BUS BRONX ZOO via MAIN ST,0,35931186,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-051500_SBS44_928,SELECT BUS BRONX ZOO via MAIN ST,0,35931199,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-052100_SBS44_914,SELECT BUS BRONX ZOO via MAIN ST,0,35931175,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-143000_SBS44_974,SELECT BUS BRONX ZOO via MAIN ST,0,35931222,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-052700_SBS44_929,SELECT BUS WHITESTONE PARSONS BL- 14 AV,0,35931201,SBS440150
Q44+,CS_C4-Weekday,CS_C4-Weekday-053300_SBS44_942,SELECT BUS BRONX ZOO via MAIN ST,0,35931187,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-054000_SBS44_920,SELECT BUS BRONX ZOO via MAIN ST,0,35931189,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-054700_SBS44_933,SELECT BUS BRONX ZOO via MAIN ST,0,35931204,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-140000_SBS44_971,SELECT BUS BRONX ZOO via MAIN ST,0,35931221,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-055400_SBS44_921,SELECT BUS BRONX ZOO via MAIN ST,0,35931190,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-056200_SBS44_907,SELECT BUS BRONX ZOO via MAIN ST,0,35931206,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-056600_SBS44_909,SELECT BUS FLUSHING MAIN ST STATION,0,35931192,SBS440149
Q44+,CS_C4-Weekday,CS_C4-Weekday-057000_SBS44_924,SELECT BUS BRONX ZOO via MAIN ST,0,35931193,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-057800_SBS44_926,SELECT BUS BRONX ZOO via MAIN ST,0,35931195,SBS440148
Q44+,CS_C4-Weekday,CS_C4-Weekday-058200_SBS44_937,SELECT BUS FLUSHING MAIN ST STATION,0,35931210,SBS440149
