shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon,shape_dist_traveled
990005:99913,6187,47.507408,-122.280716,87320.97
990005:99913,6188,47.507378,-122.281021,87395.07
990005:99913,6189,47.507366,-122.281349,87474.47
990005:99913,6190,47.507034,-122.287712,89053.47
990005:99913,6191,47.507027,-122.287933,89107.37
990005:99913,6192,47.507008,-122.288139,89158.77
990005:99913,6193,47.506985,-122.288300,89199.87
990005:99913,6194,47.506962,-122.288437,89235.97
990005:99913,6195,47.506920,-122.288605,89277.37
990005:99913,6196,47.506878,-122.288780,89323.87
990005:99913,6197,47.506828,-122.288918,89365.17
990005:99913,6198,47.506763,-122.289078,89411.67
990005:99913,6199,47.506687,-122.289246,89458.17
990005:99913,6200,47.506615,-122.289383,89504.67
990005:99913,6201,47.506519,-122.289528,89551.07
990005:99913,6202,47.506439,-122.289642,89592.47
990005:99913,6203,47.506355,-122.289749,89633.77
990005:99913,6204,47.506245,-122.289848,89680.27
990005:99913,6205,47.506138,-122.289955,89726.77
990005:99913,6206,47.506027,-122.290039,89773.17
990005:99913,6207,47.505920,-122.290092,89814.57
990005:99913,6208,47.505795,-122.290161,89860.97
990005:99913,6209,47.505673,-122.290199,89907.47
990005:99913,6210,47.505562,-122.290230,89948.87
990005:99913,6211,47.505390,-122.290253,90010.87
990005:99913,6212,47.505226,-122.290237,90072.87
990005:99913,6213,47.505051,-122.290230,90134.67
990005:99913,6214,47.504890,-122.290176,90196.27
990005:99913,6215,47.504631,-122.290062,90292.17
990005:99913,6216,47.502247,-122.289009,91201.97
990005:99913,6217,47.501896,-122.288864,91335.27
990005:99913,6218,47.501667,-122.288795,91420.37
990005:99913,6219,47.501453,-122.288727,91501.27
990005:99913,6220,47.499966,-122.288345,92051.57
990005:99913,6221,47.499680,-122.288261,92157.77
990005:99913,6222,47.499493,-122.288208,92227.27
990005:99913,6223,47.499310,-122.288124,92295.57
990005:99913,6224,47.499130,-122.288040,92363.77
990005:99913,6225,47.498955,-122.287949,92431.97
990005:99913,6226,47.498783,-122.287849,92500.17
990005:99913,6227,47.498592,-122.287712,92576.97
990005:99913,6228,47.498424,-122.287590,92645.17
990005:99913,6229,47.498245,-122.287437,92721.97
990005:99913,6230,47.498062,-122.287277,92798.77
990005:99913,6231,47.497894,-122.287102,92875.57
990005:99913,6232,47.497723,-122.286911,92952.37
990005:99913,6233,47.497585,-122.286728,93020.57
990005:99913,6234,47.497456,-122.286568,93080.37
990005:99913,6235,47.497341,-122.286400,93139.97
990005:99913,6236,47.497227,-122.286224,93199.77
990005:99913,6237,47.497097,-122.286018,93267.97
990005:99913,6238,47.496902,-122.285652,93385.97
990005:99913,6239,47.496323,-122.284546,93729.57
990005:99913,6240,47.496174,-122.284286,93813.57
990005:99913,6241,47.496029,-122.284065,93890.67
990005:99913,6242,47.495846,-122.283806,93983.47
990005:99913,6243,47.495739,-122.283669,94033.37
990005:99913,6244,47.495628,-122.283546,94083.27
990005:99913,6245,47.495422,-122.283340,94176.07
990005:99913,6246,47.495201,-122.283165,94268.87
990005:99913,6247,47.494965,-122.283005,94361.57
990005:99913,6248,47.494732,-122.282875,94454.37
990005:99913,6249,47.494488,-122.282768,94547.17
990005:99913,6250,47.494221,-122.282684,94645.07
990005:99913,6251,47.493828,-122.282608,94789.77
990005:99913,6252,47.491337,-122.282166,95705.57
990005:99913,6253,47.490952,-122.282097,95847.77
990005:99913,6254,47.490669,-122.282028,95952.27
990005:99913,6255,47.490387,-122.281937,96056.57
990005:99913,6256,47.490139,-122.281830,96152.87
990005:99913,6257,47.489868,-122.281677,96257.17
990005:99913,6258,47.489609,-122.281502,96361.37
990005:99913,6259,47.489357,-122.281296,96465.67
990005:99913,6260,47.489120,-122.281059,96569.97
990005:99913,6261,47.488976,-122.280914,96634.17
990005:99913,6262,47.488846,-122.280762,96694.07
990005:99913,6263,47.488712,-122.280594,96756.57
990005:99913,6264,47.488567,-122.280396,96831.67
990005:99913,6265,47.486038,-122.276772,98116.87
990005:99913,6266,47.485725,-122.276337,98272.57
990005:99913,6267,47.484451,-122.274506,98923.37
990005:99913,6268,47.484196,-122.274147,99049.27
990005:99913,6269,47.484020,-122.273933,99133.27
990005:99913,6270,47.483860,-122.273766,99203.47
990005:99913,6271,47.483685,-122.273605,99280.57
990005:99913,6272,47.483501,-122.273453,99357.77
990005:99913,6273,47.483356,-122.273354,99413.57
990005:99913,6274,47.483219,-122.273277,99469.27
990005:99913,6275,47.483078,-122.273193,99524.97
990005:99913,6276,47.482933,-122.273125,99580.77
990005:99913,6277,47.482784,-122.273071,99636.47
990005:99913,6278,47.482628,-122.273026,99692.17
990005:99913,6279,47.482475,-122.273003,99747.97
990005:99913,6280,47.482330,-122.272972,99803.67
990005:99913,6281,47.482079,-122.272957,99894.37
990005:99913,6282,47.481811,-122.272972,99992.37
990005:99913,6283,47.481567,-122.273018,100083.27
990005:99913,6284,47.480823,-122.273125,100354.77
990005:99913,6285,47.480644,-122.273155,100418.97
990005:99913,6286,47.480454,-122.273163,100490.97
990005:99913,6287,47.480209,-122.273155,100578.77
990005:99913,6288,47.479973,-122.273125,100666.47
990005:99913,6289,47.479729,-122.273087,100754.37
990005:99913,6290,47.479523,-122.273026,100834.07
990005:99913,6291,47.479363,-122.272972,100889.97
990005:99913,6292,47.479214,-122.272903,100945.87
990005:99913,6293,47.479053,-122.272835,101010.07
990005:99913,6294,47.478874,-122.272743,101079.67
990005:99913,6295,47.475761,-122.271004,102291.77
990005:99913,6296,47.474876,-122.270515,102637.17
990005:99913,6297,47.474606,-122.270378,102740.27
990005:99913,6298,47.474342,-122.270256,102843.37
990005:99913,6299,47.474033,-122.270119,102961.17
990005:99913,6300,47.473717,-122.269981,103078.97
990005:99913,6301,47.473370,-122.269859,103211.47
990005:99913,6302,47.473057,-122.269753,103329.27
990005:99913,6303,47.472614,-122.269615,103491.17
990005:99913,6304,47.472141,-122.269508,103667.87
990005:99913,6305,47.469555,-122.268959,104620.27
990005:99913,6306,47.469170,-122.268890,104761.77
990005:99913,6307,47.468967,-122.268860,104835.47
990005:99913,6308,47.468796,-122.268852,104899.97
990005:99913,6309,47.468609,-122.268852,104964.47
990005:99913,6310,47.468437,-122.268860,105029.87
990005:99913,6311,47.467011,-122.268982,105551.37
990005:99913,6312,47.466843,-122.269012,105611.37
990005:99913,6313,47.466713,-122.269028,105661.37
990005:99913,6314,47.466576,-122.269066,105711.37
990005:99913,6315,47.466469,-122.269112,105752.67
990005:99913,6316,47.466354,-122.269165,105793.97
990005:99913,6317,47.466236,-122.269241,105840.47
990005:99913,6318,47.466137,-122.269310,105881.87
990005:99913,6319,47.466026,-122.269409,105928.37
990005:99913,6320,47.465935,-122.269508,105969.77
990005:99913,6321,47.465836,-122.269630,106016.27
990005:99913,6322,47.465767,-122.269722,106052.37
990005:99913,6323,47.465691,-122.269829,106088.67
990005:99913,6324,47.465630,-122.269943,106124.87
990005:99913,6325,47.465572,-122.270050,106160.97
990005:99913,6326,47.465511,-122.270172,106197.17
990005:99913,6327,47.465466,-122.270309,106233.37
990005:99913,6328,47.465412,-122.270447,106274.77
990005:99913,6329,47.465374,-122.270584,106310.97
990005:99913,6330,47.465344,-122.270721,106347.17
990005:99913,6331,47.465313,-122.270874,106383.37
990005:99913,6332,47.465279,-122.271133,106450.47
990005:99913,6333,47.465248,-122.271431,106523.87
990005:99913,6334,47.465248,-122.271774,106609.97
990005:99913,6335,47.465260,-122.272003,106667.97
990005:99913,6336,47.465286,-122.272263,106732.47
990005:99913,6337,47.465309,-122.272499,106790.57
990005:99913,6338,47.465347,-122.272728,106848.57
990005:99913,6339,47.465424,-122.273071,106939.57
990005:99913,6340,47.465900,-122.275078,107465.37
990005:99913,6341,47.465961,-122.275406,107547.57
990005:99913,6342,47.466011,-122.275719,107626.97
990005:99913,6343,47.466042,-122.275955,107684.77
990005:99913,6344,47.466061,-122.276169,107742.57
990005:99913,6345,47.466068,-122.276413,107800.37
990005:99913,6346,47.466068,-122.276680,107865.37
990005:99913,6347,47.466068,-122.276909,107923.17
990005:99913,6348,47.466061,-122.277138,107980.97
990005:99913,6349,47.466038,-122.277374,108038.77
990005:99913,6350,47.466011,-122.277603,108096.57
990005:99913,6351,47.465973,-122.277863,108161.47
990005:99913,6352,47.465923,-122.278114,108226.47
990005:99913,6353,47.465866,-122.278358,108291.47
990005:99913,6354,47.465797,-122.278618,108360.77
990005:99913,6355,47.465710,-122.278915,108439.57
990005:99913,6356,47.465607,-122.279190,108518.37
990005:99913,6357,47.465508,-122.279480,108597.07
990005:99913,6358,47.465404,-122.279709,108667.07
990005:99913,6359,47.465309,-122.279930,108728.37
990005:99913,6360,47.465198,-122.280144,108798.37
990005:99913,6361,47.465084,-122.280380,108868.37
990005:99913,6362,47.464958,-122.280594,108938.37
990005:99913,6363,47.464775,-122.280899,109040.27
990005:99913,6364,47.464233,-122.281700,109319.37
990005:99913,6365,47.464096,-122.281921,109394.07
990005:99913,6366,47.463978,-122.282143,109461.17
990005:99913,6367,47.463844,-122.282425,109550.67
990005:99913,6368,47.463711,-122.282738,109640.17
990005:99913,6369,47.463596,-122.283058,109729.77
990005:99913,6370,47.463497,-122.283394,109819.27
990005:99913,6371,47.463440,-122.283615,109878.97
990005:99913,6372,47.463398,-122.283852,109938.77
990005:99913,6373,47.463348,-122.284111,110005.87
990005:99913,6374,47.463314,-122.284355,110065.57
990005:99913,6375,47.463291,-122.284584,110125.27
990005:99913,6376,47.463265,-122.284859,110192.47
990005:99913,6377,47.463257,-122.285118,110258.07
990005:99913,6378,47.463257,-122.285324,110309.17
990005:99913,6379,47.463261,-122.285484,110347.77
990005:99913,6380,47.463276,-122.285622,110384.57
990005:99913,6381,47.463295,-122.285774,110421.27
990005:99913,6382,47.463333,-122.285934,110462.77
990005:99913,6383,47.463406,-122.286194,110531.87
990005:99913,6384,47.463574,-122.286659,110662.67
990005:99913,6385,47.463692,-122.286987,110756.17
990005:99913,6386,47.464211,-122.288437,111161.17
990005:99913,6387,47.464287,-122.288658,111220.97
990005:99913,6388,47.464416,-122.289024,111324.87
990005:99913,6389,47.464466,-122.289177,111364.47
990005:99913,6390,47.464500,-122.289314,111402.07
990005:99913,6391,47.464550,-122.289490,111449.27
990005:99913,6392,47.464565,-122.289642,111486.07
990005:99913,6393,47.464580,-122.289764,111518.57
990005:99913,6394,47.464592,-122.289940,111559.67
990005:99913,6395,47.464596,-122.290077,111594.97
990005:99913,6396,47.464592,-122.290230,111633.27
990005:99913,6397,47.464569,-122.290421,111679.17
990005:99913,6398,47.464550,-122.290596,111725.67
990005:99913,6399,47.464516,-122.290749,111764.67
990005:99913,6400,47.464466,-122.290955,111815.87
990005:99913,6401,47.464405,-122.291153,111872.57
990005:99913,6402,47.464314,-122.291405,111941.87
990005:99913,6403,47.464249,-122.291611,111997.87
990005:99913,6404,47.464149,-122.291840,112064.57
990005:99913,6405,47.464058,-122.292046,112125.87
990005:99913,6406,47.463955,-122.292252,112190.07
990005:99913,6407,47.463848,-122.292442,112248.47
990005:99913,6408,47.463676,-122.292725,112344.07
990005:99913,6409,47.463497,-122.292976,112434.67
990005:99913,6410,47.460903,-122.296265,113682.47
990005:99913,6411,47.458805,-122.298912,114689.07
990005:99913,6412,47.458534,-122.299255,114819.87
990005:99913,6413,47.458290,-122.299515,114931.07
990005:99913,6414,47.458145,-122.299652,114991.77
990005:99913,6415,47.458008,-122.299774,115052.37
990005:99913,6416,47.457859,-122.299889,115113.07
990005:99913,6417,47.457707,-122.299995,115173.77
990005:99913,6418,47.457554,-122.300087,115234.47
990005:99913,6419,47.457401,-122.300171,115295.17
990005:99913,6420,47.457245,-122.300255,115355.77
990005:99913,6421,47.457077,-122.300308,115416.47
990005:99913,6422,47.456913,-122.300362,115477.17
990005:99913,6423,47.456753,-122.300407,115537.87
990005:99913,6424,47.456585,-122.300446,115598.57
990005:99913,6425,47.456402,-122.300476,115667.47
990005:99913,6426,47.456184,-122.300484,115745.87
990005:99913,6427,47.455894,-122.300484,115850.57
990005:99913,6428,47.453316,-122.300499,116792.17
990005:99913,6429,47.453171,-122.300499,116846.87
990005:99913,6430,47.453011,-122.300499,116904.07
990005:99913,6431,47.452843,-122.300484,116966.57
990005:99913,6432,47.452667,-122.300461,117030.37
990005:99913,6433,47.452507,-122.300430,117087.67
990005:99913,6434,47.452358,-122.300392,117145.67
990005:99913,6435,47.452175,-122.300323,117212.87
990005:99913,6436,47.452003,-122.300255,117278.37
990005:99913,6437,47.451847,-122.300186,117335.57
990005:99913,6438,47.451691,-122.300087,117397.67
990005:99913,6439,47.451549,-122.299995,117453.97
990005:99913,6440,47.451401,-122.299889,117514.57
990005:99913,6441,47.451244,-122.299759,117579.97
990005:99913,6442,47.451042,-122.299583,117666.07
990005:99913,6443,47.450901,-122.299431,117732.37
990005:99913,6444,47.450722,-122.299232,117812.87
990005:99913,6445,47.450611,-122.299080,117868.27
990005:99913,6446,47.450508,-122.298927,117920.17
990005:99913,6447,47.450413,-122.298790,117967.47
990005:99913,6448,47.450268,-122.298561,118045.27
990005:99913,6449,47.449982,-122.298126,118197.47
990005:99913,6450,47.449852,-122.297905,118268.77
990005:99913,6451,47.449749,-122.297768,118318.47
990005:99913,6452,47.449696,-122.297699,118346.17
990005:99913,6453,47.449638,-122.297630,118372.57
990005:99913,6454,47.449566,-122.297546,118403.97
990005:99913,6455,47.449467,-122.297455,118449.47
990005:99913,6456,47.449368,-122.297356,118492.67
990005:99913,6457,47.449276,-122.297302,118526.87
990005:99913,6458,47.449200,-122.297264,118558.37
990005:99913,6459,47.449104,-122.297211,118593.97
990005:99913,6460,47.449009,-122.297165,118628.97
990005:99913,6461,47.448906,-122.297127,118668.67
990005:99913,6462,47.448822,-122.297096,118699.87
990005:99913,6463,47.448715,-122.297089,118738.67
990005:99913,6464,47.448582,-122.297073,118788.67
990005:99913,6465,47.448383,-122.297073,118861.57
990005:99913,6466,47.447983,-122.297073,119007.17
990005:99913,6467,47.447468,-122.297058,119195.37
990005:99913,6468,47.447285,-122.297058,119261.07
990005:99913,6469,47.446728,-122.297043,119464.07
990005:99913,6470,47.446480,-122.297028,119553.27
990005:99913,6471,47.446205,-122.297020,119655.37
990005:99913,6472,47.444981,-122.296936,120103.97
990005:99913,6473,47.444252,-122.296883,120367.87
990005:99913,6474,47.443436,-122.296822,120666.17
990005:99913,6475,47.440144,-122.296692,121866.97
990005:99913,6476,47.439594,-122.296677,122067.57
990005:99913,6477,47.439205,-122.296677,122209.47
990005:99913,6478,47.438877,-122.296715,122329.87
990005:99913,6479,47.438469,-122.296783,122480.47
990005:99913,6480,47.438095,-122.296883,122618.67
990005:99913,6481,47.437489,-122.297112,122847.87
990005:99913,6482,47.436974,-122.297302,123040.37
990005:99913,6483,47.436668,-122.297409,123154.87
990005:99913,6484,47.436398,-122.297478,123255.57
990005:99913,6485,47.436180,-122.297523,123336.37
990005:99913,6486,47.434311,-122.297806,124022.27
990005:99913,6487,47.433887,-122.297867,124175.77
990005:99913,6488,47.433491,-122.297905,124320.57
990005:99913,6489,47.432766,-122.297974,124586.97
990005:99913,6490,47.432201,-122.297989,124791.97
990005:99913,6491,47.431675,-122.297974,124982.97
990005:99913,6492,47.430786,-122.297943,125307.57
990005:99913,6493,47.429386,-122.297867,125818.17
990005:99913,6494,47.426266,-122.297668,126959.07
990005:99913,6495,47.425873,-122.297668,127103.17
990005:99913,6496,47.425373,-122.297684,127286.07
990005:99913,6497,47.425098,-122.297699,127385.87
990005:99913,6498,47.424961,-122.297714,127434.37
990005:99913,6499,47.424786,-122.297684,127501.57
990005:99913,6500,47.424694,-122.297684,127533.17
990005:99913,6501,47.424633,-122.297684,127554.77
990005:99913,6502,47.424168,-122.297729,127726.27
990005:99913,6503,47.423973,-122.297737,127795.77
990005:99913,6504,47.423225,-122.297729,128067.47
990005:99913,6505,47.423115,-122.297729,128108.57
99101:99913,2656,47.592285,-122.327095,0.0
99101:99913,2657,47.590309,-122.327095,720.0
99101:99913,2658,47.589775,-122.327179,916.6
99101:99913,2659,47.589592,-122.327179,982.9
99101:99913,2660,47.589424,-122.327179,1044.7
99101:99913,2661,47.589306,-122.327179,1087.9
99101:99913,2662,47.589226,-122.327194,1118.0
99101:99913,2663,47.589142,-122.327209,1148.2
99101:99913,2664,47.589005,-122.327232,1197.7
99101:99913,2665,47.588646,-122.327332,1330.1
99101:99913,2666,47.588562,-122.327354,1361.7
99101:99913,2667,47.588501,-122.327354,1384.6
99101:99913,2668,47.588215,-122.327408,1490.5
99101:99913,2669,47.587910,-122.327408,1600.5
99101:99913,2670,47.579945,-122.327423,4506.6
99101:99913,2671,47.578522,-122.327423,5025.5
99101:99913,2672,47.578453,-122.327423,5052.2
99101:99913,2673,47.578377,-122.327423,5078.8
99101:99913,2674,47.578319,-122.327408,5098.8
99101:99913,2675,47.578270,-122.327408,5118.8
99101:99913,2676,47.578213,-122.327400,5138.8
99101:99913,2677,47.578163,-122.327370,5157.6
99101:99913,2678,47.578136,-122.327354,5167.8
99101:99913,2679,47.578110,-122.327339,5177.9
99101:99913,2680,47.578079,-122.327332,5188.0
99101:99913,2681,47.578060,-122.327316,5198.0
99101:99913,2682,47.578030,-122.327301,5208.1
99101:99913,2683,47.578011,-122.327286,5218.2
99101:99913,2684,47.577984,-122.327263,5228.3
99101:99913,2685,47.577961,-122.327248,5238.4
99101:99913,2686,47.577942,-122.327217,5248.4
99101:99913,2687,47.577915,-122.327194,5258.5
99101:99913,2688,47.577896,-122.327164,5268.6
99101:99913,2689,47.577877,-122.327141,5278.7
99101:99913,2690,47.577850,-122.327110,5288.7
99101:99913,2691,47.577835,-122.327080,5298.8
99101:99913,2692,47.577816,-122.327057,5308.9
99101:99913,2693,47.577801,-122.327026,5319.0
99101:99913,2694,47.577785,-122.326988,5329.0
99101:99913,2695,47.577763,-122.326958,5339.1
99101:99913,2696,47.577743,-122.326920,5349.2
99101:99913,2697,47.577732,-122.326889,5359.3
99101:99913,2698,47.577721,-122.326851,5369.3
99101:99913,2699,47.577713,-122.326820,5379.4
99101:99913,2700,47.577694,-122.326782,5389.5
99101:99913,2701,47.577686,-122.326744,5399.6
